Defect models,projects' category,Tr version,Ts version,Iterations,Precision,Recall,F1,ACC,MCC,AUC
Naive Bayes,xalan,xalan-2.4.csv,xalan-2.5.csv,4,0.69,0.13,0.22,0.41,0.04,0.51
Naive Bayes,xalan,xalan-2.4.csv,xalan-2.5.csv,5,0.69,0.13,0.22,0.41,0.04,0.51
Naive Bayes,xalan,xalan-2.4.csv,xalan-2.5.csv,6,0.69,0.13,0.22,0.41,0.04,0.51
Naive Bayes,xalan,xalan-2.4.csv,xalan-2.5.csv,7,0.69,0.13,0.22,0.41,0.04,0.51
Naive Bayes,xalan,xalan-2.4.csv,xalan-2.5.csv,8,0.69,0.13,0.22,0.41,0.04,0.51
Naive Bayes,xalan,xalan-2.4.csv,xalan-2.5.csv,9,0.69,0.13,0.22,0.41,0.04,0.51
Logistic Regression,ant,ant-1.3.csv,ant-1.4.csv,0,0.4,0.07,0.12,0.71,0.06,0.52
Logistic Regression,ant,ant-1.3.csv,ant-1.4.csv,1,0.4,0.07,0.12,0.71,0.06,0.52
Logistic Regression,ant,ant-1.3.csv,ant-1.4.csv,2,0.4,0.07,0.12,0.71,0.06,0.52
Logistic Regression,ant,ant-1.3.csv,ant-1.4.csv,3,0.4,0.07,0.12,0.71,0.06,0.52
Logistic Regression,ant,ant-1.3.csv,ant-1.4.csv,4,0.4,0.07,0.12,0.71,0.06,0.52
Logistic Regression,ant,ant-1.3.csv,ant-1.4.csv,5,0.4,0.07,0.12,0.71,0.06,0.52
Logistic Regression,ant,ant-1.3.csv,ant-1.4.csv,6,0.4,0.07,0.12,0.71,0.06,0.52
Logistic Regression,ant,ant-1.3.csv,ant-1.4.csv,7,0.4,0.07,0.12,0.71,0.06,0.52
Logistic Regression,ant,ant-1.3.csv,ant-1.4.csv,8,0.4,0.07,0.12,0.71,0.06,0.52
Logistic Regression,ant,ant-1.3.csv,ant-1.4.csv,9,0.4,0.07,0.12,0.71,0.06,0.52
Logistic Regression,camel,camel-1.0.csv,camel-1.2.csv,0,0.83,0.03,0.05,0.64,0.1,0.51
Logistic Regression,camel,camel-1.0.csv,camel-1.2.csv,1,0.83,0.03,0.05,0.64,0.1,0.51
Logistic Regression,camel,camel-1.0.csv,camel-1.2.csv,2,0.83,0.03,0.05,0.64,0.1,0.51
Logistic Regression,camel,camel-1.0.csv,camel-1.2.csv,3,0.83,0.03,0.05,0.64,0.1,0.51
Logistic Regression,camel,camel-1.0.csv,camel-1.2.csv,4,0.83,0.03,0.05,0.64,0.1,0.51
Logistic Regression,camel,camel-1.0.csv,camel-1.2.csv,5,0.83,0.03,0.05,0.64,0.1,0.51
Logistic Regression,camel,camel-1.0.csv,camel-1.2.csv,6,0.83,0.03,0.05,0.64,0.1,0.51
Logistic Regression,camel,camel-1.0.csv,camel-1.2.csv,7,0.83,0.03,0.05,0.64,0.1,0.51
Logistic Regression,camel,camel-1.0.csv,camel-1.2.csv,8,0.83,0.03,0.05,0.64,0.1,0.51
Logistic Regression,camel,camel-1.0.csv,camel-1.2.csv,9,0.83,0.03,0.05,0.64,0.1,0.51
Logistic Regression,jedit,jedit-3.2.csv,jedit-4.0.csv,0,0.47,0.55,0.51,0.73,0.32,0.67
Logistic Regression,jedit,jedit-3.2.csv,jedit-4.0.csv,1,0.47,0.55,0.51,0.73,0.32,0.67
Logistic Regression,jedit,jedit-3.2.csv,jedit-4.0.csv,2,0.47,0.55,0.51,0.73,0.32,0.67
Logistic Regression,jedit,jedit-3.2.csv,jedit-4.0.csv,3,0.47,0.55,0.51,0.73,0.32,0.67
Logistic Regression,jedit,jedit-3.2.csv,jedit-4.0.csv,4,0.47,0.55,0.51,0.73,0.32,0.67
Logistic Regression,jedit,jedit-3.2.csv,jedit-4.0.csv,5,0.47,0.55,0.51,0.73,0.32,0.67
Logistic Regression,jedit,jedit-3.2.csv,jedit-4.0.csv,6,0.47,0.55,0.51,0.73,0.32,0.67
Logistic Regression,jedit,jedit-3.2.csv,jedit-4.0.csv,7,0.47,0.55,0.51,0.73,0.32,0.67
Logistic Regression,jedit,jedit-3.2.csv,jedit-4.0.csv,8,0.47,0.55,0.51,0.73,0.32,0.67
Logistic Regression,jedit,jedit-3.2.csv,jedit-4.0.csv,9,0.47,0.55,0.51,0.73,0.32,0.67
Logistic Regression,log4j,log4j-1.0.csv,log4j-1.1.csv,0,0.77,0.68,0.72,0.77,0.53,0.76
Logistic Regression,log4j,log4j-1.0.csv,log4j-1.1.csv,1,0.77,0.68,0.72,0.77,0.53,0.76
Logistic Regression,log4j,log4j-1.0.csv,log4j-1.1.csv,2,0.77,0.68,0.72,0.77,0.53,0.76
Logistic Regression,log4j,log4j-1.0.csv,log4j-1.1.csv,3,0.77,0.68,0.72,0.77,0.53,0.76
Logistic Regression,log4j,log4j-1.0.csv,log4j-1.1.csv,4,0.77,0.68,0.72,0.77,0.53,0.76
